ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	18100FL-21-03-113	18100FL-21-03-114	18100FL-21-03-115	18100FL-21-03-116	18100FL-21-03-117	18100FL-21-03-118	18100FL-21-03-119	18100FL-21-03-120	18100FL-21-03-121
2550ea266c84b27804f619e3f0bb4456	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Genus__Lactobacillus	0	0	0	0	0.000543618208348831	0	0	0	0
25c71ea56b391e1a3c1b08b782fcf021	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Genus__Limosilactobacillus	0.0193708575298053	0.0229115262601339	0.0144605361623454	0.021799914695986	0.0208291608251552	0.0221454463072044	0.0214993537268419	0.0236719519842336	0.0254766734279919
264a16d5edc46f8b5237164a03688a3f	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Genus__Anaerostipes	0	0	0	0	0	0	4.30848772081e-05	0	0
26a3b869b93a9747be5d6e38bb7472e9	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hathewaya	bacterium_NLAE_zl_G393	0	0	0	0	0	0	0	0.000111977067096659	0
27b1773f69c299ead7549749b3522c09	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gelidibacter	Genus__Gelidibacter	0	0	0	0	0	0	0	0	8.11359026369168e-05
27b35f3c3f183b8f1f44810a7800fbf0	Bacteria	Proteobacteria	Alphaproteobacteria	Class_Alphaproteobacteria	Class_Alphaproteobacteria	Class_Alphaproteobacteria	Class_Alphaproteobacteria	0	0	0	0	0	0	0	0	8.11359026369168e-05
27bb33c968364b8fbcc23fa3507c34dd	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Sanguibacteraceae	Sanguibacter_Flavimobilis	Genus__Sanguibacter_Flavimobilis	0	0	0	0	0	0	0	0	0.000135226504394861
27da9ad2414a7fc9d98ca5e829cbe356	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Order_Rickettsiales	Order_Rickettsiales	Order_Rickettsiales	0	0	0	0	0	0.000453103760761214	0	0	0
283fe16845204c5ce1f7b7ceebc9ef7b	Bacteria	Cyanobacteria	Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	0	0.000132181882270004	0	0	0	0	0	0	0
287f01f270c95adbf5a805634e2f703d	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Genus__Acinetobacter	0.000205199761968276	0	0	0	0	0	0	0.000268744961031981	0.000567951318458418
296d19f762aa07bed06251bb71d09c9e	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	Genus__Terrimonas	0	0	6.60298454901616e-05	0	0	0	0	0	0
299f85ccc1b012de3b872e556ce34f6b	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Genus__Psychrobacter	0	0	0	0	0	0.000169913910285455	0	0	0
29b4907e3124c062f4b461d1efb63915	Bacteria	Firmicutes	Negativicutes	Veillonellales_Selenomonadales	Veillonellaceae	Veillonella	Veillonella_sp	0	0	0	0	0	0.000283189850475759	0	0	0
2a0a573f1b98421bf0670b329afebe2d	Bacteria	Firmicutes	Clostridia	Peptostreptococcales_Tissierellales	Peptostreptococcaceae	Proteocatella	uncultured_bacterium	0	0	0.000132059690980323	0	0	0	0	0	0
2a3cde28f2596fe2f8451cd280a58d9f	Bacteria	Caldatribacteriota	JS1	JS1	JS1	JS1	Genus__JS1	0	0	0	0	0	0.000254870865428183	0	0	0
2a45d89f77b61ebf2758174b80849164	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Genus__Bacteroides	0	0	0	0	0	0	0	0.000223954134193317	0
2b2fcec23c574e5be8d1d031e64a8066	Bacteria	Cyanobacteria	Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	0	0	0	0	0	0	0.00028005170185265	0	0
2b891d7b5b49ad6e58803de0cabfac1b	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Genus__Deinococcus	0	0	0	0	0	0.000169913910285455	0	0	0
2c02b1660c7519e8f3a4ca3540e053d5	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	Genus__Rummeliibacillus	0	0.00048466690165668	0	0	0	0	0	0	0
2ca7e5bd98bbdb189155bac4e74b26f6	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Genus__Methanobrevibacter	0	0	0	0	0	0	0.00028005170185265	0	0
2ce174cc80f68e7697849b6650b5902d	Bacteria	Firmicutes	Clostridia	Peptostreptococcales_Tissierellales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus_sp	0.00277019678657173	0.00224709199859006	0.0023550644891491	0.00210890479124212	0.00214586134874539	0.00339827820570911	0.00260663507109005	0.00201558720773985	0.00262339418526031
2d82790d2be69f212e06e24cc3c2099f	Bacteria	Planctomycetota	BD7_11	BD7_11	BD7_11	BD7_11	uncultured_bacterium	0	0	0	0	0	0	0	0	8.11359026369168e-05
2dc1c7429d6b2a6bef2ae68d1f308d09	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Genus__Bacteroides	6.15599285904828e-05	0	0	0	0.000629452662298647	0.000169913910285455	0	0.000403117441547971	0.000811359026369168
2e615a40bbd1acbc2b824fcfa428d7d6	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacteriaceae_bacterium	0.00266759690558759	0.00343672893902009	0.00277325351058679	0.00499976304440548	0.0029755944035936	0.00300181241504305	0.0048685911245153	0.004658245991221	0.00554428668018932
30c849facf520889c6ec10585508a775	Bacteria	Firmicutes	Negativicutes	Veillonellales_Selenomonadales	Veillonellaceae	Megasphaera	Genus__Megasphaera	0	0	0.000352159175947528	0.000568693426851808	0.000801121570198278	8.49569551427277e-05	0.000840155105557949	0.00078383946967661	0.000270453008789723
312a7c6bb4600f3f535139b60579fa5e	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	bioreactor_metagenome	0	0	0.000814368094378659	0	0	0	0	0.000291140374451312	0
31a55400de9648b06d4fa3c67e953935	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	gut_metagenome	0	0	0	0	0	0	0.000560103403705299	0.000380722028128639	0
31ada8d51f88d6f65677415d1653f40a	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_3	Genus__Clostridium_sensu_stricto_3	0	0	0	0	0	0	0	0.000156767893935322	0.000162271805273834
320ca557a90f92bf5cacbafacc980c9d	Bacteria	Cyanobacteria	Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	0	0	0	0	0	0	0.0002154243860405	0	0
323887499a39ab925dea118a80c7df51	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	Genus__Clostridium_sensu_stricto_1	0	0	0	0	0	0.000113275940190304	0.000430848772081	0	0
32a20029bd3b5b651aa4036d2c2d38f1	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Genus__Ralstonia	0	0	0	0	0.000114445938599754	0	0	0	0
32f3b90c5b253d2f5d5df310a9eeb785	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Family_Acidaminococcaceae	Family_Acidaminococcaceae	0.000266759690558759	0	0	0	0	0	0	0	0
32ff8ad0fa989ffebf95e55caedf27e7	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	PLTA13	PLTA13	uncultured_sludge	0	0.000396545646810011	0	0	0	0	0	0	0
33d3369a78b1f2bf15e4c5c2c597cbe5	Bacteria	Chloroflexi	Anaerolineae	SBR1031	SBR1031	SBR1031	terrestrial_metagenome	0	0	0	0	0.000486395239048954	0	0	0	0
356b2ad1047006865230d494a9e8c1bf	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_ceti	0	0	0	0	0	0	0.0002585092632486	0	0
360ac38720a3acd368b0e60635d63906	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Genus__Erysipelothrix	0	0	0	0	0.000114445938599754	0	0	0	0
36118a8878490df0d730684da7568ee4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Genus__Lactobacillus	0.000102599880984138	0	0	0	0	0	0	0	0
36818cada7cfaea66ff96e232456fce4	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Family_Microtrichaceae	Family_Microtrichaceae	0	0.000616848783926683	0	0	0	0	0	0	0
36c52467915555f7fdbe0b6191bec6e6	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	Genus__Curtobacterium	0.000164159809574621	0	0	0	0	0	0	0	0
36ed9afb5bdc845784c2ec428aee3d81	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Family_Lachnospiraceae	Family_Lachnospiraceae	0	0	0	0	0	0	0.000904782421370099	0	0
374ef61ddf112a1f70af625c1a51e4bc	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria_marina	0	0	0	0	0	0	0	0.000156767893935322	0
3750dbc1a746045c6887943b79f8cd90	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	Genus__Terrimonas	0	0	0	0	0	0	0	0	0.000243407707910751
38b5ce849b8906e8343a817b1b197154	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Genus__Acinetobacter	0	0	0	0	0	0	0	0	0.000108181203515889
38c9a9218dc8b586fe89586e7fc2d16c	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Anaeroplasma	uncultured_Cytophaga	0	0	0	0	0	8.49569551427277e-05	0	0	0
39dad2d50be3322385884d179c894f0f	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Paenalcaligenes	Genus__Paenalcaligenes	0	0	0	0	0	0	0	0	0.000270453008789723
3a60582bab4d37652f2cce9dcba603cc	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Lactobacillus_mucosae	0.023208093078612	0.025555163905534	0.0209974908658714	0.0302118383015023	0.0223741809962519	0.0236180335296783	0.0300732442912538	0.0258890979127475	0.0285598377281947
3a78b91d32840ae6ebfdebef86338409	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Family_Atopobiaceae	Family_Atopobiaceae	0	0	0	0	0	0	0	0	8.11359026369168e-05
3bf5d9dc4d67660067bf4ad966bf2cb3	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Candidatus_Methanoplasma	uncultured_archaeon	0.000205199761968276	0	0	0	0	0	0	0	0
3cd58d6108dfa23e3e8accd39f0a945d	Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Genus__Thermotoga	0.00051299940492069	0.000352485019386676	0.00041818902143769	0	0	0.000311508835523335	0	0	0.000378634212305612
3d097ebea0ff95169159f78a5117bdeb	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Family_Cyclobacteriaceae	Family_Cyclobacteriaceae	0	0	0	0	0	0	4.30848772081e-05	0	0
3dccc09f49a5542019f64edbd7af688b	Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	0	0	0	0	0	0	6.46273158121499e-05	0	0
3eee6f6dbea5b9df2f5b24f58c3fe86e	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Genus__Sphingomonas	0	0	6.60298454901616e-05	0	0	0	0	0	0
3f7808d85a76eda5bbe60b8f2fcbd4ab	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_thermolactis	0	0	0.000110049742483603	0	0	0	0	0	0
3f842409c4c365d69234e19a66f288e1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Myroides	Genus__Myroides	0	0	0	4.73911189043173e-05	0	0	0	0	0
3f896e1dfac35afabb1eddc269a48b7f	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia_Caballeronia_Paraburkholderia	Genus__Burkholderia_Caballeronia_Paraburkholderia	0	0	0.000682308403398336	0	0	0	0	0	0
3fbbbf28b0cb18d880ddffc11f55dafd	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Order_Rickettsiales	Order_Rickettsiales	Order_Rickettsiales	0	0	0	0	0	0	0	6.71862402579952e-05	0
4050ff6f1732c39c429e64c2a3f04ac7	Bacteria	Cyanobacteria	Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	0	0	0	0.000260651153973745	0.000429172269749077	0.00062301767104667	0	0	0.000378634212305612
4071e8de814fc61ab547ef129ba8afcb	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Family_Ruminococcaceae	Family_Ruminococcaceae	0	0	0	9.47822378086347e-05	0	0	0	0	0
40e14c96e9435e9662d37d6b124985eb	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Aeriscardovia	Aeriscardovia_aeriphila	0.000759239119282622	0	0.000242109433463926	0.000616084545756125	0	0.000311508835523335	0.000603188280913399	0.000537489922063961	0.00059499661933739
40eeb9edf2cdeb46e122cdc0289f6532	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter_immobilis	0	0	0	0	0	0	0	0.000380722028128639	0
40ffcb8359fa871b29816c849f6f1338	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Family_Arcobacteraceae	Family_Arcobacteraceae	0	0	0	0	0	0	0	0	5.40906017579446e-05
41387d1fe7ead1134b82c29a12fa9da9	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Family_Lachnospiraceae	Family_Lachnospiraceae	0	0.000793091293620021	0.00143064665228683	0.000568693426851808	0	0	0.0011202068074106	0.00064946698916062	0.00108181203515889
416f9e674f092539c0f027db50bd3326	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	Genus__Clostridium_sensu_stricto_1	0	0	0	9.47822378086347e-05	0	0	0	0	0
41b91630579fc91148387cc287a4f5fc	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_paurosaccharolyticus	4.10399523936552e-05	0	0	0	0	0	0	0	0
41c2f0bf6fc7e59006f12b68da9187f8	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	uncultured_compost	0	0	0	0	0	0	8.61697544161999e-05	0	0
41ca64194fc1cc2ef2a37773702c46a4	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Fournierella	uncultured_bacterium	0	0	0.000242109433463926	0	0	0	0	0	0
422e80eb4be4926baca65e61ed719b41	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Candidatus_Methanoplasma	uncultured_archaeon	0	0	0.000396179072940969	0	0	0	0	0.00078383946967661	0
428660949400b3f5757a9b749ea93c21	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	uncultured_bacterium	0	0	0	0	0	0	0	0.00100779360386993	0
42e341884a9fad6155738b23f09e8560	Bacteria	Firmicutes	Clostridia	Peptostreptococcales_Tissierellales	Anaerovoracaceae	[Eubacterium]_nodatum_group	Genus__[Eubacterium]_nodatum_group	0	0	0	0	0	0	8.61697544161999e-05	0	0
43004feb10e65b2828d2362a7897ed0e	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	Genus__Dyella	0	0	0	0	0	0	0	0	0.000162271805273834
4355381c6e863a2ffa1fbc797e5550c6	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Genus__Limosilactobacillus	0.001785237929124	0.00237927388086006	0	0.00201412255343349	0	0.00300181241504305	0.00200344679017665	0.00176923766012721	0
439a61691a492110930ea2ce7f3979fd	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Genus__Limosilactobacillus	0	0	0	0	5.7222969299877e-05	0	0	0	0
440b0d3eab6bb54db458a196ce6e112e	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Order_Rickettsiales	Order_Rickettsiales	Order_Rickettsiales	4.10399523936552e-05	0	0	0	0	0	0	0	0
4574f82b843c5ee44fd7864f4d2fbe0e	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	bacterium_enrichment	8.20799047873104e-05	0	0	0	0	0	0	0	0
45c01499755656af7cbc905f257d1c91	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Genus__Phascolarctobacterium	0	0	0	0	0	0	0	0.000358326614709308	0
45c6ac1df47085e06421d809374b084b	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Order_Rickettsiales	Order_Rickettsiales	Order_Rickettsiales	0	0	0	0	0	0	0	0	5.40906017579446e-05
45d40696e6851a635968e473c4e279df	Bacteria	Cyanobacteria	Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	0	0	0	0	0	0	4.30848772081e-05	0	0
466288c5f3b2bd9a21cffb3c12602a4f	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Lactobacillus_vaginalis	0.00336527609627973	0.00449418399718012	0.00482017872078179	0.00526041419837922	0.00414866527424108	0.00373810602628002	0.00402843601895735	0.00528531756696229	0.00530087897227857
4671412214bcd3e736736a5a81af97a0	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Order_Rickettsiales	Order_Rickettsiales	Order_Rickettsiales	0	0	0	0	0	0	0	8.95816536773269e-05	0
467f15fad7e53a07ce0ab9802d0a67bc	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Genus__Shewanella	0	0	0	0	0	0.000368146805618487	0	0	0
46a427a3ac7968551231f3f6a7cde9a1	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG_011	UCG_011	uncultured_rumen	0	0	0	0.000189564475617269	0	0	0	0	0
46d2d225aaf88111b8b8d96fc1ca1f75	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Family_Marinifilaceae	Family_Marinifilaceae	0.000102599880984138	0	0	0	0	0	0	0	0
474ab0d4a6697892a9e715cbffc0f454	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Knoellia	Genus__Knoellia	0	0	0	0	0	0.000453103760761214	0	0	0
474d27fc540ee03d31fff1e1f83f4b1c	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Calditerricola	Genus__Calditerricola	0.000205199761968276	0	0	0	0	0	0	0	0
47bfd6a304e7baa34441cefa05bb6003	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uncultured_Bacteroidetes	6.15599285904828e-05	0	0	0.000213260035069428	0	0.000396465790666063	0	0	0
47f0ebb947ce027b4dec66027281cc60	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Family_Lachnospiraceae	Family_Lachnospiraceae	0	0	0	4.73911189043173e-05	0	0	0	0	0
4807b14b5064b751b366cd4bb3c12cd2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Genus__Lactobacillus	0.00396035540598773	0.00524321466337681	0.00358762160496544	0.0053315008767357	0.00566507396068782	0.00421952877208881	0.00527789745799224	0.00472543223147899	0.00470588235294118
4841a3c75dc6f99fd825a0ad4eacf230	Bacteria	Firmicutes	Clostridia	Peptostreptococcales_Tissierellales	Family_XI	Gallicola	uncultured_bacterium	0	0	0.000264119381960646	0.000379128951234539	0	0.000651336656094246	0.000430848772081	0	0
48e7e483dcf937c1a08d8c482948bd71	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Pseudarcobacter	uncultured_Arcobacter	0	0	0.000396179072940969	0	0	0	0	0	0
49567760ab1332e5b6bd8af1b2f89376	Eukaryota	Vertebrata	Actinopterygii	Teleostei	Teleostei	Teleostei	Clupea_harengus	0	0	0.000308139278954087	0	0	0	0	0	0
495cdbc91ed562f7452263a8d949b8f5	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_18	Genus__Clostridium_sensu_stricto_18	0	0	0.000220099484967205	0	0	0	0	0	0
4a70ff3ac29c337cc30701f6150cc454	Bacteria	Proteobacteria	Gammaproteobacteria	Class_Gammaproteobacteria	Class_Gammaproteobacteria	Class_Gammaproteobacteria	Class_Gammaproteobacteria	0	0	0	0	0.000143057423249692	0	0	0	0.000162271805273834
4aa9589a4cbd3f46a272f0892ad4741c	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Calditerricola	Genus__Calditerricola	0	0	0.000220099484967205	0	0	0	0	0	0
4ace80a9918e8ca82c78319cdd4e8fc4	Bacteria	Firmicutes	Thermoanaerobacteria	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter	Genus__Caldanaerobacter	0	0	0	0	0	0	0	0	0.000135226504394861
4b0bfc371f20e35472e36072c86a58cb	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Genus__Ralstonia	0	0	8.80397939868821e-05	0	0	0	0	0	0
4b8caeeaf1a6caf75b8733f661d7b5f1	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GCA_900066755	Genus__GCA_900066755	0	0	0.000176079587973764	0	0	0	0	0	0
4ba6bd9533a24a187ca1fc3f4c16b796	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK3A20_group	unidentified_rumen	0	0	0	0	0	0	0.0001723395088324	0	0
4bc7105e442390389a66b741aab32aa8	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_11	Clostridium_sp	0	0	0	0.00035543339178238	0	0	0	0	0
4c2a54d7d2820ad2952b50fac3b69171	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Family_Atopobiaceae	Family_Atopobiaceae	0	0	0.000660298454901616	0	0	0	0	0	0
4c9cc9c51ebccfb1c4e945a92c2becf3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_Porphyromonadaceae	0	0	0.000132059690980323	0	0	0	0	0	0
4ca72af1f2b26ec45e9c8f946589c447	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	uncultured_bacterium	0	0	0.000242109433463926	0	0	0	0	0	0
4cc3cf2b0e418d8f1e861c8543b4f61e	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Genus__Ferruginibacter	0	0	0	0	0	0.000169913910285455	0	0	0
4cc42ebf20f5cf6f7ab64192addf90c2	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	Genus__Prevotella_9	0	0	0	0	0	0	0.000775527789745799	0	0
4cfe3d3fd8e9791d2fc2f0c635ef2fce	Bacteria	Actinobacteriota	WCHB1_81	WCHB1_81	WCHB1_81	WCHB1_81	uncultured_bacterium	0	0	0	0	0	0	0	0	5.40906017579446e-05
4d53f404970c96fa60567302441b2fa4	Bacteria	Cyanobacteria	Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	0.00139535838138428	0	0	0	0	0	0	0	0
4e98d5ee4975103baf416f7e9dd3b563	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	uncultured_bacterium	0	0	0	0	0	0	0	8.95816536773269e-05	0
4f4db83780bc49dfb039d9aaa657f1a4	Bacteria	Planctomycetota	BD7_11	BD7_11	BD7_11	BD7_11	uncultured_bacterium	8.20799047873104e-05	0	0	0	0	0	0	0	0
4f957f8a24baac4366b76751d98a6d01	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Family_Butyricicoccaceae	Family_Butyricicoccaceae	0	0	0.000198089536470485	0	0	0	0	0	0
50509682d152ec55cb1068d9491d2703	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Genus__Stenotrophomonas	6.15599285904828e-05	0	0	0	0	0	0	0	0
50ffbaefbcf245705387e3dfbeb1845c	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_7	Clostridium_novyi	0	0	0	0	0.000228891877199508	0	0	0	0
510b560447ff5bed5802285982ab903b	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Genus__Bacteroides	0	0	0	0	0	0	0	0.000223954134193317	0
512af871f8cb7c1ccfa5b5670f490cde	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	Abditibacterium_utsteinense	0	0	0	0	0	0	0	0	0.000216362407031778
51b48b514a27585d0574fa16f779ff30	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Myroides	Myroides_phaeus	0	0	0	0	0	0	4.30848772081e-05	0	0
51bf0a6b70cf1d81e4842e5be367b6a1	Bacteria	Cyanobacteria	Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	0	0	0	0	0.000143057423249692	0	0	0	0
523254760ab98f7f764fac259cadd54c	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Order_Rickettsiales	Order_Rickettsiales	Order_Rickettsiales	0	0	0	0	0	0	0	0.000111977067096659	0
5250b19e8df7b020a1435775cf56bb5f	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Genus__Limosilactobacillus	0	0	0	0	0	0	0.0001292546316243	0	0
52666933590ff8e9cf9c5bc2848b5b35	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	Tepidiphilus	Genus__Tepidiphilus	0	0	0	0	0	0	0.0001292546316243	0	0
5325d10c2b80adf90efbca63ad9f57ab	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Genus__Psychrobacter	0	0	0	0.000450215629591015	0	0	0	0	0
53a104822c5cf2aff6341343db8badb4	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	uncultured_Clostridiaceae	0	0	0	0	0	0	0	6.71862402579952e-05	0
